Species	RefSeq ID	Name
Escherichia coli	GCF_008370755.1	ASM837075v1
Staphylococcus aureus	GCF_009739675.1	ASM973967v1
Salmonella enterica	GCF_004194605.3	ASM419460v3
Escherichia coli	GCF_002057355.1	ASM205735v1
Pseudomonas aeruginosa	GCF_001721745.1	ASM172174v1
Escherichia coli	GCF_035621515.1	ASM3562151v1
Salmonella enterica	GCF_001623725.1	ASM162372v1
Salmonella enterica	GCF_019670165.1	ASM1967016v1
Escherichia coli	GCF_036923505.1	STEC28
Escherichia coli	GCF_003019095.1	ASM301909v1
Staphylococcus aureus	GCF_030533515.1	ASM3053351v1
Escherichia coli	GCF_963575375.1	F374
Escherichia coli	GCF_019971115.1	ASM1997111v1
Staphylococcus aureus	GCF_009912735.1	ASM991273v1
Staphylococcus aureus	GCF_018732165.1	ASM1873216v1
Escherichia coli	GCF_964052415.1	30821_1_117
Listeria monocytogenes	GCF_001005925.2	ASM100592v2
Escherichia coli	GCF_016404015.2	ASM1640401v2
Salmonella enterica	GCF_003073575.1	ASM307357v1
Listeria monocytogenes	GCF_001188045.2	ASM118804v2
Salmonella enterica	GCF_015052825.1	ASM1505282v1
Escherichia coli	GCF_003018695.1	ASM301869v1
Escherichia coli	GCF_027944655.1	ASM2794465v1
Staphylococcus aureus	GCF_003073755.1	ASM307375v1
Salmonella enterica	GCF_025808315.1	ASM2580831v1
Salmonella enterica	GCF_031036335.1	ASM3103633v1
Escherichia coli	GCF_023170005.1	ASM2317000v1
Salmonella enterica	GCF_012053525.1	ASM1205352v1
Salmonella enterica	GCF_023702165.1	ASM2370216v1
Escherichia coli	GCF_016889845.1	ASM1688984v1
Escherichia coli	GCF_904863105.1	MINF_1D
Staphylococcus aureus	GCF_024741395.1	ASM2474139v1
Escherichia coli	GCF_003018855.1	ASM301885v1
Listeria monocytogenes	GCF_037063215.1	ASM3706321v1
Pseudomonas aeruginosa	GCF_036232495.1	ASM3623249v1
Escherichia coli	GCF_005222425.1	ASM522242v1
Pseudomonas aeruginosa	GCF_027571305.1	ASM2757130v1
Staphylococcus aureus	GCF_022405395.1	ASM2240539v1
Escherichia coli	GCF_037126185.1	ASM3712618v1
Staphylococcus aureus	GCF_021172905.1	ASM2117290v1
Staphylococcus aureus	GCF_001019205.2	ASM101920v2
Staphylococcus aureus	GCF_001611405.1	ASM161140v1
Salmonella enterica	GCF_030122515.1	ASM3012251v1
Escherichia coli	GCF_018460065.1	ASM1846006v1
Escherichia coli	GCF_001280345.1	ASM128034v1
Escherichia coli	GCF_034422495.1	ASM3442249v1
Pseudomonas aeruginosa	GCF_029961525.1	ASM2996152v1
Escherichia coli	GCF_030435895.1	ASM3043589v1
Pseudomonas aeruginosa	GCF_040429605.1	ASM4042960v1
Salmonella enterica	GCF_022226915.1	ASM2222691v1
Salmonella enterica	GCF_003429365.1	ASM342936v1
Staphylococcus aureus	GCF_004136235.1	ASM413623v1
Listeria monocytogenes	GCF_013122235.1	ASM1312223v1
Escherichia coli	GCF_036884765.1	ASM3688476v1
Salmonella enterica	GCF_003068145.2	ASM306814v2
Escherichia coli	GCF_038396305.1	ASM3839630v1
Escherichia coli	GCF_003018355.1	ASM301835v1
Escherichia coli	GCF_002863885.1	ASM286388v1
Pseudomonas aeruginosa	GCF_022699525.1	ASM2269952v1
Salmonella enterica	GCF_003718155.1	ASM371815v1
Escherichia coli	GCF_004088295.1	ASM408829v1
Salmonella enterica	GCF_026013295.1	ASM2601329v1
Pseudomonas aeruginosa	GCF_036232405.1	ASM3623240v1
Salmonella enterica	GCF_002507865.2	ASM250786v2
Escherichia coli	GCF_002156845.1	ASM215684v1
Salmonella enterica	GCF_002813935.1	ASM281393v1
Escherichia coli	GCF_002953095.1	ASM295309v1
Staphylococcus aureus	GCF_025560785.1	ASM2556078v1
Escherichia coli	GCF_024971895.1	ASM2497189v1
Escherichia coli	GCF_024585805.1	ASM2458580v1
Escherichia coli	GCF_030384825.1	ASM3038482v1
Salmonella enterica	GCF_003067765.2	ASM306776v2
Pseudomonas aeruginosa	GCF_013343575.1	ASM1334357v1
Staphylococcus aureus	GCF_000012045.1	ASM1204v1
Listeria monocytogenes	GCF_003999665.1	ASM399966v1
Escherichia coli	GCF_034643255.1	ASM3464325v1
Pseudomonas aeruginosa	GCF_040580825.1	ASM4058082v1
Bacillus subtilis	GCF_001703495.1	ASM170349v1
Staphylococcus aureus	GCF_033798685.1	ASM3379868v1
Escherichia coli	GCF_026651265.1	ASM2665126v1
Salmonella enterica	GCF_015697765.1	ASM1569776v1
Salmonella enterica	GCF_005954705.1	ASM595470v1
Escherichia coli	GCF_036287705.1	ASM3628770v1
Escherichia coli	GCF_015138955.1	ASM1513895v1
Escherichia coli	GCF_029635835.1	ASM2963583v1
Pseudomonas aeruginosa	GCF_027570735.1	ASM2757073v1
Escherichia coli	GCF_022919055.1	ASM2291905v1
Pseudomonas aeruginosa	GCF_001792855.1	ASM179285v1
Pseudomonas aeruginosa	GCF_040562075.1	ASM4056207v1
Escherichia coli	GCF_013168075.1	ASM1316807v1
Salmonella enterica	GCF_016638525.1	ASM1663852v1
Escherichia coli	GCF_023206655.1	ASM2320665v1
Salmonella enterica	GCF_026873485.1	ASM2687348v1
Staphylococcus aureus	GCF_001021875.1	ASM102187v1
Enterococcus faecalis	GCF_022869705.1	ASM2286970v1
Salmonella enterica	GCF_003717635.1	ASM371763v1
Bacillus subtilis	GCF_000209795.2	ASM20979v2
Escherichia coli	GCF_011404895.1	ASM1140489v1
Staphylococcus aureus	GCF_001656045.1	ASM165604v1
Staphylococcus aureus	GCF_022405295.1	ASM2240529v1
Pseudomonas aeruginosa	GCF_016745115.1	ASM1674511v1
Salmonella enterica	GCF_000626095.2	ASM62609v2
Salmonella enterica	GCF_024266365.1	ASM2426636v1
Salmonella enterica	GCF_000006945.2	ASM694v2
Pseudomonas aeruginosa	GCF_027570595.1	ASM2757059v1
Pseudomonas aeruginosa	GCF_003429185.1	ASM342918v1
Pseudomonas aeruginosa	GCF_000014625.1	ASM1462v1
Escherichia coli	GCF_002863845.1	ASM286384v1
Staphylococcus aureus	GCF_001021895.1	ASM102189v1
Enterococcus faecalis	GCF_031206965.1	ASM3120696v1
Pseudomonas aeruginosa	GCF_002104595.1	ASM210459v1
Salmonella enterica	GCF_000754375.1	ASM75437v1
Listeria monocytogenes	GCF_040500535.1	ASM4050053v1
Escherichia coli	GCF_010509415.1	ASM1050941v1
Staphylococcus aureus	GCF_009176785.1	ASM917678v1
Salmonella enterica	GCF_021266265.1	ASM2126626v1
Limosilactobacillus fermentum	GCF_029961225.1	ASM2996122v1
Staphylococcus aureus	GCF_020388805.1	ASM2038880v1
Escherichia coli	GCF_949786295.1	EC0880B_R3
Salmonella enterica	GCF_001302605.1	ASM130260v1
Escherichia coli	GCF_014679325.1	ASM1467932v1
Staphylococcus aureus	GCF_003030085.1	ASM303008v1
Salmonella enterica	GCF_002813995.1	ASM281399v1
Escherichia coli	GCF_004006545.1	ASM400654v1
Staphylococcus aureus	GCF_001183725.2	ASM118372v2
Escherichia coli	GCF_025995615.1	ASM2599561v1
Salmonella enterica	GCF_021266405.1	ASM2126640v1
Staphylococcus aureus	GCF_030533765.1	ASM3053376v1
Listeria monocytogenes	GCF_022869685.1	ASM2286968v1
Staphylococcus aureus	GCF_020388765.1	ASM2038876v1
Staphylococcus aureus	GCF_025232045.1	ASM2523204v1
Staphylococcus aureus	GCF_028596245.1	ASM2859624v1
Salmonella enterica	GCF_037856515.1	ASM3785651v1
Staphylococcus aureus	GCF_006158985.1	ASM615898v1
Staphylococcus aureus	GCF_020388255.1	ASM2038825v1
Pseudomonas aeruginosa	GCF_038396885.1	ASM3839688v1
Escherichia coli	GCF_040545955.1	ASM4054595v1
Escherichia coli	GCF_008124085.1	ASM812408v1
Salmonella enterica	GCF_029674785.1	ASM2967478v1
Listeria monocytogenes	GCF_002116675.1	ASM211667v1
Escherichia coli	GCF_001901425.1	ASM190142v1
Staphylococcus aureus	GCF_015767475.1	ASM1576747v1
Escherichia coli	GCF_005221625.1	ASM522162v1
Salmonella enterica	GCF_003718075.1	ASM371807v1
Escherichia coli	GCF_012934615.1	ASM1293461v1
Salmonella enterica	GCF_024442255.1	ASM2444225v1
Salmonella enterica	GCF_003589805.1	ASM358980v1
Escherichia coli	GCF_004301465.1	ASM430146v1
Escherichia coli	GCF_040267615.1	MRSN116333
Pseudomonas aeruginosa	GCF_002812905.2	ASM281290v2
Escherichia coli	GCF_023024425.1	ASM2302442v1
Salmonella enterica	GCF_001975245.1	ASM197524v1
Salmonella enterica	GCF_001975285.1	ASM197528v1
Pseudomonas aeruginosa	GCF_022453765.1	ASM2245376v1
Escherichia coli	GCF_010365545.1	ASM1036554v1
Escherichia coli	GCF_040543495.1	ASM4054349v1
Salmonella enterica	GCF_028596185.1	ASM2859618v1
Escherichia coli	GCF_001806285.1	ASM180628v1
Escherichia coli	GCF_029201525.1	ASM2920152v1
Pseudomonas aeruginosa	GCF_021398755.1	ASM2139875v1
Escherichia coli	GCF_037094635.1	ASM3709463v1
Pseudomonas aeruginosa	GCF_003073615.1	ASM307361v1
Escherichia coli	GCF_022353905.1	ASM2235390v1
Escherichia coli	GCF_015291845.1	ASM1529184v1
Escherichia coli	GCF_001679985.1	ASM167998v1
Pseudomonas aeruginosa	GCF_003812885.1	ASM381288v1
Listeria monocytogenes	GCF_000568935.1	ASM56893v1
Escherichia coli	GCF_030295505.1	ASM3029550v1
Escherichia coli	GCF_003172465.2	ASM317246v2
Salmonella enterica	GCF_034494365.1	ASM3449436v1
Staphylococcus aureus	GCF_008244725.1	ASM824472v1
Listeria monocytogenes	GCF_001998915.1	ASM199891v1
Salmonella enterica	GCF_003347075.1	ASM334707v1
Salmonella enterica	GCF_000623335.1	ASM62333v1
Salmonella enterica	GCF_012052445.1	ASM1205244v1
Escherichia coli	GCF_002853805.1	ASM285380v1
Staphylococcus aureus	GCF_037045985.2	BSN80_Closure
Escherichia coli	GCF_010365485.1	ASM1036548v1
Escherichia coli	GCF_036884435.1	ASM3688443v1
Escherichia coli	GCF_034331185.1	ASM3433118v2
Escherichia coli	GCF_030384845.1	ASM3038484v1
Escherichia coli	GCF_037553545.1	ASM3755354v1
Escherichia coli	GCF_023658385.1	ASM2365838v1
Escherichia coli	GCF_003812945.1	ASM381294v1
Pseudomonas aeruginosa	GCF_001542835.1	ASM154283v1
Staphylococcus aureus	GCF_038024755.1	WGS_using_MinION_R10.4.1_of_Staphylococcus_aureus_TUM22705
Escherichia coli	GCF_030285485.1	ASM3028548v1
Staphylococcus aureus	GCF_003827915.1	ASM382791v1
Pseudomonas aeruginosa	GCF_030563585.1	ASM3056358v1
Escherichia coli	GCF_001900905.1	ASM190090v1
Staphylococcus aureus	GCF_024741775.1	ASM2474177v1
Escherichia coli	GCF_024300765.1	ASM2430076v1
Escherichia coli	GCF_029224105.1	ASM2922410v1
Staphylococcus aureus	GCF_037039335.1	ASM3703933v1
Listeria monocytogenes	GCF_027504085.1	ASM2750408v1
Escherichia coli	GCF_025995675.1	ASM2599567v1
Listeria monocytogenes	GCF_030168165.1	ASM3016816v1
Salmonella enterica	GCF_009664595.1	ASM966459v1
Pseudomonas aeruginosa	GCF_020990465.1	ASM2099046v1
Listeria monocytogenes	GCF_023515845.1	ASM2351584v1
Enterococcus faecalis	GCF_022691485.1	ASM2269148v1
Escherichia coli	GCF_963924195.1	ST38_2_FIN
Pseudomonas aeruginosa	GCF_036233375.1	ASM3623337v1
Escherichia coli	GCF_900149875.1	EPEC1
Bacillus subtilis	GCF_004101485.1	ASM410148v1
Escherichia coli	GCF_018771545.1	ASM1877154v1
Pseudomonas aeruginosa	GCF_026727735.1	ASM2672773v1
Salmonella enterica	GCF_001448485.2	ASM144848v2
Escherichia coli	GCF_014169275.1	ASM1416927v1
Escherichia coli	GCF_013305705.1	ASM1330570v1
Salmonella enterica	GCF_037957205.1	ASM3795720v1
Escherichia coli	GCF_022919035.1	ASM2291903v1
Pseudomonas aeruginosa	GCF_013305845.1	ASM1330584v1
Escherichia coli	GCF_002078275.1	ASM207827v1
Escherichia coli	GCF_014168955.1	ASM1416895v1
Salmonella enterica	GCF_900205265.1	lupe_GEN0059_5
Salmonella enterica	GCF_026013745.1	ASM2601374v1
Escherichia coli	GCF_030039395.1	ASM3003939v1
Salmonella enterica	GCF_022760155.1	ASM2276015v1
Salmonella enterica	GCF_021474305.1	ASM2147430v1
Escherichia coli	GCF_025563475.1	ASM2556347v1
Escherichia coli	GCF_003956445.1	ASM395644v1
Salmonella enterica	GCF_016454445.1	ASM1645444v1
Pseudomonas aeruginosa	GCF_023380065.1	ASM2338006v1
Salmonella enterica	GCF_019105565.1	ASM1910556v2
Listeria monocytogenes	GCF_029891485.2	ASM2989148v2
Listeria monocytogenes	GCF_001998985.1	ASM199898v1
Pseudomonas aeruginosa	GCF_011045375.1	ASM1104537v1
Pseudomonas aeruginosa	GCF_030866885.1	ASM3086688v1
Salmonella enterica	GCF_003718315.1	ASM371831v1
Escherichia coli	GCF_013085025.1	ASM1308502v1
Escherichia coli	GCF_025583375.2	ASM2558337v2
Salmonella enterica	GCF_000016045.1	ASM1604v1
Pseudomonas aeruginosa	GCF_030908445.1	ASM3090844v1
Staphylococcus aureus	GCF_900637155.1	49386_H02
Pseudomonas aeruginosa	GCF_030121975.1	ASM3012197v1
Salmonella enterica	GCF_004941405.1	ASM494140v1
Escherichia coli	GCF_019428745.1	ASM1942874v1
Escherichia coli	GCF_030295585.1	ASM3029558v1
Listeria monocytogenes	GCF_018735785.1	ASM1873578v1
Escherichia coli	GCF_022569795.1	ASM2256979v1
Pseudomonas aeruginosa	GCF_036232065.1	ASM3623206v1
Escherichia coli	GCF_003711005.1	ASM371100v1
Salmonella enterica	GCF_021266225.1	ASM2126622v1
Escherichia coli	GCF_003018995.1	ASM301899v1
Escherichia coli	GCF_030515405.1	ASM3051540v1
Pseudomonas aeruginosa	GCF_033394235.1	ASM3339423v1
Staphylococcus aureus	GCF_022405655.1	ASM2240565v1
Pseudomonas aeruginosa	GCF_022810865.1	ASM2281086v1
Salmonella enterica	GCF_011465945.1	ASM1146594v1
Staphylococcus aureus	GCF_000953255.1	Staphylococcus_aureus_Sa_ILRI_217
Escherichia coli	GCF_039909535.1	ASM3990953v1
Salmonella enterica	GCF_036821985.1	ASM3682198v1
Staphylococcus aureus	GCF_029204165.1	ASM2920416v1
Escherichia coli	GCF_008926185.1	ASM892618v1
Escherichia coli	GCF_904863445.1	MSB1_9D
Escherichia coli	GCF_001677495.1	ASM167749v1
Pseudomonas aeruginosa	GCF_024734795.1	ASM2473479v1
Staphylococcus aureus	GCF_003193965.1	ASM319396v1
Pseudomonas aeruginosa	GCF_000829885.1	ASM82988v1
Staphylococcus aureus	GCF_030063985.1	ASM3006398v1
Escherichia coli	GCF_030295545.1	ASM3029554v1
Escherichia coli	GCF_017165035.1	ASM1716503v1
Salmonella enterica	GCF_016454585.1	ASM1645458v1
Escherichia coli	GCF_024917995.1	ASM2491799v1
Salmonella enterica	GCF_016454185.1	ASM1645418v1
Pseudomonas aeruginosa	GCF_033230305.1	ASM3323030v1
Escherichia coli	GCF_020683145.1	ASM2068314v1
Escherichia coli	GCF_015571715.1	ASM1557171v1
Staphylococcus aureus	GCF_017798245.1	ASM1779824v1
Salmonella enterica	GCF_006517075.1	ASM651707v1
Salmonella enterica	GCF_014334215.1	ASM1433421v1
Listeria monocytogenes	GCF_000196035.1	ASM19603v1
Pseudomonas aeruginosa	GCF_036232205.1	ASM3623220v1
Escherichia coli	GCF_005221785.1	ASM522178v1
Escherichia coli	GCF_020217445.1	ASM2021744v1
Escherichia coli	GCF_000967155.2	HUSEC2011CHR1
Escherichia coli	GCF_003491165.1	ASM349116v1
Escherichia coli	GCF_015571915.1	ASM1557191v1
Escherichia coli	GCF_024971795.1	ASM2497179v1
Escherichia coli	GCF_034265375.1	ASM3426537v1
Bacillus subtilis	GCF_001902555.1	ASM190255v1
Escherichia coli	GCF_024585605.1	ASM2458560v1
Staphylococcus aureus	GCF_038024745.1	WGS_using_MinION_R10.4.1_of_Staphylococcus_aureus_TUM22707
Escherichia coli	GCF_022493395.1	ASM2249339v1
Staphylococcus aureus	GCF_013003945.1	ASM1300394v1
Enterococcus faecalis	GCF_040371495.1	ASM4037149v1
Staphylococcus aureus	GCF_003193765.1	ASM319376v1
Staphylococcus aureus	GCF_022405235.1	ASM2240523v1
Staphylococcus aureus	GCF_900635245.1	40415_C02
Escherichia coli	GCF_040267625.1	MRSN124611
Escherichia coli	GCF_024917335.1	ASM2491733v1
Bacillus subtilis	GCF_039621415.1	ASM3962141v1
Salmonella enterica	GCF_002208255.1	ASM220825v1
Pseudomonas aeruginosa	GCF_022810905.1	ASM2281090v1
Enterococcus faecalis	GCF_036281635.1	ASM3628163v1
Salmonella enterica	GCF_000623135.1	ASM62313v2
Bacillus subtilis	GCF_037754115.1	ASM3775411v1
Staphylococcus aureus	GCF_003955945.1	ASM395594v1
Staphylococcus aureus	GCF_001027045.1	ASM102704v1
Salmonella enterica	GCF_003994635.1	ASM399463v1
Staphylococcus aureus	GCF_030533935.1	ASM3053393v1
Bacillus subtilis	GCF_024917115.1	ASM2491711v1
Staphylococcus aureus	GCF_029204145.1	ASM2920414v1
Staphylococcus aureus	GCF_009912775.1	ASM991277v1
Enterococcus faecalis	GCF_036352175.1	ASM3635217v1
Escherichia coli	GCF_036498465.1	ASM3649846v1
Bacillus subtilis	GCF_004101405.1	ASM410140v1
Escherichia coli	GCF_003400045.2	ASM340004v2
Staphylococcus aureus	GCF_024363305.1	ASM2436330v1
Pseudomonas aeruginosa	GCF_030444675.1	ASM3044467v1
Escherichia coli	GCF_002164635.4	ASM216463v4
Escherichia coli	GCF_027925505.1	ASM2792550v1
Staphylococcus aureus	GCF_000412775.1	ASM41277v1
Escherichia coli	GCF_002855415.1	ASM285541v1
Escherichia coli	GCF_030142245.1	ASM3014224v1
Pseudomonas aeruginosa	GCF_032292255.1	ASM3229225v2
Salmonella enterica	GCF_004768625.1	ASM476862v1
Salmonella enterica	GCF_008244845.1	ASM824484v1
Salmonella enterica	GCF_019670465.1	ASM1967046v1
Staphylococcus aureus	GCF_037482265.1	BSN155-2
Staphylococcus aureus	GCF_003595505.1	ASM359550v1
Staphylococcus aureus	GCF_030408935.1	ASM3040893v1
Escherichia coli	GCF_002741335.1	ASM274133v1
Escherichia coli	GCF_030996505.1	ASM3099650v1
Escherichia coli	GCF_904711295.1	2015-01-466
Escherichia coli	GCF_040234295.1	ASM4023429v1
Salmonella enterica	GCF_000487915.2	ASM48791v2
Staphylococcus aureus	GCF_002000865.1	ASM200086v1
Escherichia coli	GCF_005885955.1	ASM588595v1
Escherichia coli	GCF_010669005.1	ASM1066900v1
Escherichia coli	GCF_000022225.1	ASM2222v1
Enterococcus faecalis	GCF_022212965.1	ASM2221296v1
Bacillus subtilis	GCF_024918995.1	ASM2491899v1
Staphylococcus aureus	GCF_030758835.1	ASM3075883v1
Escherichia coli	GCF_024917715.1	ASM2491771v1
Staphylococcus aureus	GCF_031879475.1	ASM3187947v1
Escherichia coli	GCF_020716665.1	ASM2071666v1
Escherichia coli	GCF_002903105.1	ASM290310v1
Enterococcus faecalis	GCF_028532705.1	ASM2853270v1
Escherichia coli	GCF_030708315.1	ASM3070831v1
Pseudomonas aeruginosa	GCF_016584725.1	ASM1658472v1
Escherichia coli	GCF_030413805.1	ASM3041380v1
Escherichia coli	GCF_020883395.1	ASM2088339v1
Staphylococcus aureus	GCF_003194025.1	ASM319402v1
Staphylococcus aureus	GCF_019551375.1	ASM1955137v1
Listeria monocytogenes	GCF_004771195.1	ASM477119v1
Salmonella enterica	GCF_004792435.1	ASM479243v1
Escherichia coli	GCF_014361285.1	ASM1436128v1
Salmonella enterica	GCF_031036835.1	ASM3103683v1
Escherichia coli	GCF_020683045.1	ASM2068304v1
Staphylococcus aureus	GCF_900324325.1	14_5418
Enterococcus faecalis	GCF_036277495.1	ASM3627749v1
Staphylococcus aureus	GCF_019134635.1	ASM1913463v1
Listeria monocytogenes	GCF_905219385.1	QI0055
Escherichia coli	GCF_030013735.1	ASM3001373v1
Listeria monocytogenes	GCF_022220825.1	ASM2222082v1
Escherichia coli	GCF_023277345.1	ASM2327734v1
Salmonella enterica	GCF_039830155.1	STY_12013191
Pseudomonas aeruginosa	GCF_036234315.1	ASM3623431v1
Escherichia coli	GCF_963585905.1	F1053
Staphylococcus aureus	GCF_009739775.1	ASM973977v1
Escherichia coli	GCF_019973795.1	ASM1997379v1
Escherichia coli	GCF_021307345.1	ASM2130734v1
Enterococcus faecalis	GCF_030517505.1	ASM3051750v1
Staphylococcus aureus	GCF_032809245.1	ASM3280924v1
Staphylococcus aureus	GCF_020388655.1	ASM2038865v1
Enterococcus faecalis	GCF_023702145.1	ASM2370214v1
Limosilactobacillus fermentum	GCF_035621415.1	ASM3562141v1
Pseudomonas aeruginosa	GCF_951805275.2	Paer3796A.1
Salmonella enterica	GCF_016454225.1	ASM1645422v1
Escherichia coli	GCF_033439065.1	ASM3343906v1
Bacillus subtilis	GCF_025021505.1	ASM2502150v1
Pseudomonas aeruginosa	GCF_027570775.1	ASM2757077v1
Escherichia coli	GCF_000262125.1	ASM26212v1
Staphylococcus aureus	GCF_022405455.1	ASM2240545v1
Escherichia coli	GCF_039912655.1	ASM3991265v1
Salmonella enterica	GCF_020691725.1	ASM2069172v1
Salmonella enterica	GCF_003032035.1	ASM303203v1
Escherichia coli	GCF_000167875.2	ASM16787v2
Salmonella enterica	GCF_001623645.2	ASM162364v2
Bacillus subtilis	GCF_037753205.1	ASM3775320v1
Escherichia coli	GCF_029227895.1	ASM2922789v1
Salmonella enterica	GCF_002386325.1	ASM238632v1
Escherichia coli	GCF_001900695.1	ASM190069v1
Salmonella enterica	GCF_027943645.1	ASM2794364v1
Pseudomonas aeruginosa	GCF_001729505.1	ASM172950v1
Salmonella enterica	GCF_021474245.1	ASM2147424v1
Enterococcus faecalis	GCF_030517445.1	ASM3051744v1
Escherichia coli	GCF_001753505.1	ASM175350v1
Listeria monocytogenes	GCF_015689035.1	ASM1568903v1
Escherichia coli	GCF_038396555.1	ASM3839655v1
Pseudomonas aeruginosa	GCF_038431915.1	ASM3843191v1
Pseudomonas aeruginosa	GCF_014467035.1	ASM1446703v1
Escherichia coli	GCF_025426195.1	ASM2542619v1
Escherichia coli	GCF_023167605.1	ASM2316760v1
Salmonella enterica	GCF_013376955.1	ASM1337695v1
Escherichia coli	GCF_024917955.1	ASM2491795v1
Salmonella enterica	GCF_001972545.2	ASM197254v2
Pseudomonas aeruginosa	GCF_036233715.1	ASM3623371v1
Escherichia coli	GCF_002741455.1	ASM274145v1
Pseudomonas aeruginosa	GCF_036418275.1	ASM3641827v1
Salmonella enterica	GCF_037860935.1	ASM3786093v1
Bacillus subtilis	GCF_037742535.1	ASM3774253v1
Pseudomonas aeruginosa	GCF_034480705.1	ASM3448070v1
Salmonella enterica	GCF_022870605.1	ASM2287060v1
Escherichia coli	GCF_021398955.1	ASM2139895v1
Escherichia coli	GCF_022558405.1	ASM2255840v1
Listeria monocytogenes	GCF_027504065.1	ASM2750406v1
Escherichia coli	GCF_032368225.1	ASM3236822v1
Limosilactobacillus fermentum	GCF_017068315.1	ASM1706831v1
Escherichia coli	GCF_039583295.1	ASM3958329v1
Pseudomonas aeruginosa	GCF_036233155.1	ASM3623315v1
Pseudomonas aeruginosa	GCF_024652945.3	ASM2465294v3
Salmonella enterica	GCF_009756555.1	ASM975655v1
Escherichia coli	GCF_905330145.2	AI2843v1_cpp
Escherichia coli	GCF_014863745.1	ASM1486374v1
Salmonella enterica	GCF_034377425.1	ASM3437742v1
Pseudomonas aeruginosa	GCF_036232285.1	ASM3623228v1
Escherichia coli	GCF_000233895.1	ASM23389v1
Escherichia coli	GCF_021498045.1	ASM2149804v1
Salmonella enterica	GCF_000487015.2	ASM48701v2
Staphylococcus aureus	GCF_009912475.1	ASM991247v1
Escherichia coli	GCF_000010745.1	ASM1074v1
Staphylococcus aureus	GCF_030262395.2	R8014_Closure
Escherichia coli	GCF_039909525.1	ASM3990952v1
Salmonella enterica	GCF_040822475.1	ASM4082247v1
Escherichia coli	GCF_000971615.1	ASM97161v1
Listeria monocytogenes	GCF_004771175.1	ASM477117v1
Staphylococcus aureus	GCF_002089115.2	ASM208911v2
Staphylococcus aureus	GCF_009739735.1	ASM973973v1
Staphylococcus aureus	GCF_025559525.1	ASM2555952v1
Escherichia coli	GCF_019428645.1	ASM1942864v1
Escherichia coli	GCF_025563515.1	ASM2556351v1
Escherichia coli	GCF_022494805.1	ASM2249480v1
Listeria monocytogenes	GCF_016802645.1	ASM1680264v1
Salmonella enterica	GCF_004136155.1	ASM413615v1
Escherichia coli	GCF_024298465.1	ASM2429846v1
Escherichia coli	GCF_022759765.1	ASM2275976v1
Escherichia coli	GCF_022494685.1	ASM2249468v1
